time,Open,High,Low,Close,Volume
29.05.2018 01:30:00.000 GMT+0430,1.16241,1.16249,1.16195,1.16240,2787.97
29.05.2018 02:30:00.000 GMT+0430,1.16240,1.16279,1.16228,1.16264,2726.8601
29.05.2018 03:30:00.000 GMT+0430,1.16263,1.16290,1.16243,1.16261,3204.6599
29.05.2018 04:30:00.000 GMT+0430,1.16264,1.16332,1.16223,1.16270,6967.3198
29.05.2018 05:30:00.000 GMT+0430,1.16271,1.16285,1.16139,1.16212,9473.3701
29.05.2018 06:30:00.000 GMT+0430,1.16212,1.16273,1.16199,1.16237,5176.54
29.05.2018 07:30:00.000 GMT+0430,1.16237,1.16328,1.16200,1.16284,5788.1602
29.05.2018 08:30:00.000 GMT+0430,1.16285,1.16320,1.16275,1.16290,4633.2402
29.05.2018 09:30:00.000 GMT+0430,1.16290,1.16357,1.16253,1.16307,5644.1499
29.05.2018 10:30:00.000 GMT+0430,1.16306,1.16394,1.15858,1.15946,21297.6406
29.05.2018 11:30:00.000 GMT+0430,1.15946,1.15999,1.15659,1.15675,20707.5293
29.05.2018 12:30:00.000 GMT+0430,1.15679,1.15752,1.15308,1.15428,24371.2109
29.05.2018 13:30:00.000 GMT+0430,1.15427,1.15531,1.15099,1.15422,25783.25
29.05.2018 14:30:00.000 GMT+0430,1.15424,1.15691,1.15391,1.15511,23389.6602
29.05.2018 15:30:00.000 GMT+0430,1.15511,1.15556,1.15330,1.15545,21808.1094
29.05.2018 16:30:00.000 GMT+0430,1.15535,1.15816,1.15513,1.15761,21768.5195
29.05.2018 17:30:00.000 GMT+0430,1.15762,1.15846,1.15670,1.15781,20852.3203
29.05.2018 18:30:00.000 GMT+0430,1.15786,1.15897,1.15600,1.15645,20935.8203
29.05.2018 19:30:00.000 GMT+0430,1.15646,1.15656,1.15418,1.15508,19422.1504
29.05.2018 20:30:00.000 GMT+0430,1.15508,1.15598,1.15442,1.15461,14963.4404
29.05.2018 21:30:00.000 GMT+0430,1.15463,1.15468,1.15195,1.15348,12369.8604
29.05.2018 22:30:00.000 GMT+0430,1.15348,1.15409,1.15238,1.15323,14967.3604
29.05.2018 23:30:00.000 GMT+0430,1.15323,1.15417,1.15261,1.15365,12823.8604
30.05.2018 00:30:00.000 GMT+0430,1.15365,1.15438,1.15332,1.15395,6447.0498
30.05.2018 01:30:00.000 GMT+0430,1.15389,1.15471,1.15336,1.15442,4382.9702
30.05.2018 02:30:00.000 GMT+0430,1.15441,1.15488,1.15395,1.15409,3695.1699
30.05.2018 03:30:00.000 GMT+0430,1.15409,1.15445,1.15333,1.15375,5915.4502
30.05.2018 04:30:00.000 GMT+0430,1.15375,1.15417,1.15321,1.15343,9464.9004
30.05.2018 05:30:00.000 GMT+0430,1.15342,1.15462,1.15317,1.15390,8175.29
30.05.2018 06:30:00.000 GMT+0430,1.15391,1.15392,1.15186,1.15266,7836.25
30.05.2018 07:30:00.000 GMT+0430,1.15266,1.15381,1.15204,1.15336,6904.2202
30.05.2018 08:30:00.000 GMT+0430,1.15336,1.15425,1.15316,1.15407,4447.3501
30.05.2018 09:30:00.000 GMT+0430,1.15406,1.15577,1.15296,1.15558,9061.2402
30.05.2018 10:30:00.000 GMT+0430,1.15556,1.15824,1.15503,1.15799,20255.8008
30.05.2018 11:30:00.000 GMT+0430,1.15802,1.16119,1.15701,1.16040,24073.5
30.05.2018 12:30:00.000 GMT+0430,1.16033,1.16116,1.15814,1.16114,24498.6797
30.05.2018 13:30:00.000 GMT+0430,1.16113,1.16178,1.15923,1.16157,21118.6895
30.05.2018 14:30:00.000 GMT+0430,1.16158,1.16299,1.16020,1.16281,21028.4805
30.05.2018 15:30:00.000 GMT+0430,1.16280,1.16406,1.16224,1.16371,21090.1895
30.05.2018 16:30:00.000 GMT+0430,1.16369,1.16477,1.16248,1.16252,21950.7891
30.05.2018 17:30:00.000 GMT+0430,1.16252,1.16321,1.16132,1.16162,19789.1992
30.05.2018 18:30:00.000 GMT+0430,1.16161,1.16191,1.15941,1.16109,20618.7695
30.05.2018 19:30:00.000 GMT+0430,1.16111,1.16759,1.16099,1.16638,21639.0605
30.05.2018 20:30:00.000 GMT+0430,1.16638,1.16672,1.16520,1.16637,14160.9502
30.05.2018 21:30:00.000 GMT+0430,1.16638,1.16670,1.16505,1.16516,9621.0801
30.05.2018 22:30:00.000 GMT+0430,1.16517,1.16545,1.16450,1.16533,9094.29
30.05.2018 23:30:00.000 GMT+0430,1.16531,1.16638,1.16515,1.16616,6397.25
31.05.2018 00:30:00.000 GMT+0430,1.16617,1.16700,1.16590,1.16635,5480.6099
31.05.2018 01:30:00.000 GMT+0430,1.16623,1.16681,1.16609,1.16670,4083.6299
31.05.2018 02:30:00.000 GMT+0430,1.16673,1.16693,1.16621,1.16647,3427.9199
31.05.2018 03:30:00.000 GMT+0430,1.16648,1.16710,1.16633,1.16646,3585.4399
31.05.2018 04:30:00.000 GMT+0430,1.16646,1.16663,1.16550,1.16627,10078.9004
31.05.2018 05:30:00.000 GMT+0430,1.16627,1.16628,1.16480,1.16540,7926.8599
31.05.2018 06:30:00.000 GMT+0430,1.16540,1.16605,1.16525,1.16580,5491.9902
31.05.2018 07:30:00.000 GMT+0430,1.16578,1.16722,1.16571,1.16663,5937.3101
31.05.2018 08:30:00.000 GMT+0430,1.16668,1.16677,1.16617,1.16649,4234.9399
31.05.2018 09:30:00.000 GMT+0430,1.16649,1.16887,1.16590,1.16814,8481.9102
31.05.2018 10:30:00.000 GMT+0430,1.16812,1.16984,1.16643,1.16840,16629.9297
31.05.2018 11:30:00.000 GMT+0430,1.16843,1.17190,1.16791,1.17117,19062.2891
31.05.2018 12:30:00.000 GMT+0430,1.17117,1.17243,1.17036,1.17196,16481.8691
31.05.2018 13:30:00.000 GMT+0430,1.17199,1.17233,1.16919,1.17029,17202.25
31.05.2018 14:30:00.000 GMT+0430,1.17031,1.17037,1.16731,1.16790,14579.1201
31.05.2018 15:30:00.000 GMT+0430,1.16789,1.17085,1.16764,1.17076,12799.4102
31.05.2018 16:30:00.000 GMT+0430,1.17079,1.17085,1.16702,1.16726,16401.8691
31.05.2018 17:30:00.000 GMT+0430,1.16727,1.16745,1.16457,1.16485,22372.7891
31.05.2018 18:30:00.000 GMT+0430,1.16484,1.16821,1.16484,1.16701,21227.9805
31.05.2018 19:30:00.000 GMT+0430,1.16703,1.16983,1.16410,1.16685,23678.2695
31.05.2018 20:30:00.000 GMT+0430,1.16685,1.16748,1.16574,1.16706,13862.0303
31.05.2018 21:30:00.000 GMT+0430,1.16705,1.16887,1.16704,1.16781,12942.8398
31.05.2018 22:30:00.000 GMT+0430,1.16781,1.16942,1.16730,1.16862,10980.7998
31.05.2018 23:30:00.000 GMT+0430,1.16857,1.16933,1.16827,1.16903,10607.5898
01.06.2018 00:30:00.000 GMT+0430,1.16904,1.16971,1.16883,1.16918,4591.1499
01.06.2018 01:30:00.000 GMT+0430,1.16917,1.16949,1.16880,1.16917,4245.2798
01.06.2018 02:30:00.000 GMT+0430,1.16917,1.17064,1.16917,1.17049,4249.73
01.06.2018 03:30:00.000 GMT+0430,1.17050,1.17050,1.16917,1.16922,4643.5801
01.06.2018 04:30:00.000 GMT+0430,1.16922,1.16946,1.16858,1.16938,7290.48
01.06.2018 05:30:00.000 GMT+0430,1.16937,1.16962,1.16871,1.16922,10051.9297
01.06.2018 06:30:00.000 GMT+0430,1.16924,1.16965,1.16839,1.16848,7220.6099
01.06.2018 07:30:00.000 GMT+0430,1.16848,1.16866,1.16770,1.16820,5681.7598
01.06.2018 08:30:00.000 GMT+0430,1.16821,1.16825,1.16758,1.16780,3891.3999
01.06.2018 09:30:00.000 GMT+0430,1.16781,1.16794,1.16653,1.16753,6632.1499
01.06.2018 10:30:00.000 GMT+0430,1.16751,1.16860,1.16653,1.16850,16121.3604
01.06.2018 11:30:00.000 GMT+0430,1.16850,1.17027,1.16805,1.16834,17633.5508
01.06.2018 12:30:00.000 GMT+0430,1.16836,1.16978,1.16773,1.16818,14312.1797
01.06.2018 13:30:00.000 GMT+0430,1.16817,1.17082,1.16776,1.17053,13858.6104
01.06.2018 14:30:00.000 GMT+0430,1.17050,1.17178,1.17021,1.17097,14145.9805
01.06.2018 15:30:00.000 GMT+0430,1.17100,1.17104,1.16706,1.16736,14793.0996
01.06.2018 16:30:00.000 GMT+0430,1.16736,1.16878,1.16476,1.16580,22363.5605
01.06.2018 17:30:00.000 GMT+0430,1.16581,1.16835,1.16538,1.16710,21789.0996
01.06.2018 18:30:00.000 GMT+0430,1.16707,1.16785,1.16170,1.16634,26211.4102
01.06.2018 19:30:00.000 GMT+0430,1.16634,1.16812,1.16610,1.16778,17320.9004
01.06.2018 20:30:00.000 GMT+0430,1.16776,1.16797,1.16611,1.16653,10659.6201
01.06.2018 21:30:00.000 GMT+0430,1.16653,1.16693,1.16552,1.16577,8268.5195
01.06.2018 22:30:00.000 GMT+0430,1.16577,1.16636,1.16561,1.16631,8629.6504
01.06.2018 23:30:00.000 GMT+0430,1.16630,1.16634,1.16535,1.16552,8450.6201
02.06.2018 00:30:00.000 GMT+0430,1.16551,1.16660,1.16548,1.16584,5488.4302
02.06.2018 01:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 02:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 03:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 04:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 05:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 06:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 07:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 08:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 09:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 10:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 11:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 12:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 13:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 14:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 15:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 16:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 17:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 18:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 19:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 20:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 21:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 22:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
02.06.2018 23:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 00:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 01:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 02:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 03:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 04:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 05:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 06:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 07:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 08:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 09:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 10:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 11:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 12:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 13:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 14:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 15:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 16:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 17:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 18:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 19:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 20:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 21:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 22:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
03.06.2018 23:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
04.06.2018 00:30:00.000 GMT+0430,1.16584,1.16584,1.16584,1.16584,0
04.06.2018 01:30:00.000 GMT+0430,1.16561,1.16689,1.16561,1.16632,848.37
04.06.2018 02:30:00.000 GMT+0430,1.16633,1.16640,1.16612,1.16622,1585.16
04.06.2018 03:30:00.000 GMT+0430,1.16622,1.16683,1.16622,1.16672,4092.73
04.06.2018 04:30:00.000 GMT+0430,1.16670,1.16794,1.16670,1.16757,8270.4004
04.06.2018 05:30:00.000 GMT+0430,1.16757,1.16909,1.16726,1.16892,7670.29
04.06.2018 06:30:00.000 GMT+0430,1.16892,1.16907,1.16855,1.16867,6656
04.06.2018 07:30:00.000 GMT+0430,1.16867,1.16964,1.16866,1.16948,5523.2202
04.06.2018 08:30:00.000 GMT+0430,1.16948,1.16958,1.16896,1.16916,4782.77
04.06.2018 09:30:00.000 GMT+0430,1.16915,1.16968,1.16879,1.16907,5365.21
04.06.2018 10:30:00.000 GMT+0430,1.16907,1.16933,1.16762,1.16836,16159.7695
04.06.2018 11:30:00.000 GMT+0430,1.16835,1.17148,1.16753,1.16965,18831.3906
04.06.2018 12:30:00.000 GMT+0430,1.16964,1.17179,1.16842,1.17097,17289.9707
04.06.2018 13:30:00.000 GMT+0430,1.17097,1.17338,1.17077,1.17294,18315.7598
04.06.2018 14:30:00.000 GMT+0430,1.17294,1.17372,1.17200,1.17216,15757.21
04.06.2018 15:30:00.000 GMT+0430,1.17217,1.17379,1.17201,1.17373,12511.9199
04.06.2018 16:30:00.000 GMT+0430,1.17373,1.17444,1.17153,1.17157,15908.79
04.06.2018 17:30:00.000 GMT+0430,1.17156,1.17234,1.17059,1.17168,15737.3398
04.06.2018 18:30:00.000 GMT+0430,1.17169,1.17252,1.16919,1.16972,17062.4102
04.06.2018 19:30:00.000 GMT+0430,1.16971,1.17018,1.16772,1.16950,14413.7002
04.06.2018 20:30:00.000 GMT+0430,1.16950,1.16974,1.16838,1.16853,9574.5898
04.06.2018 21:30:00.000 GMT+0430,1.16853,1.16987,1.16853,1.16987,7250.4702
04.06.2018 22:30:00.000 GMT+0430,1.16985,1.17022,1.16929,1.16983,7549.8599
04.06.2018 23:30:00.000 GMT+0430,1.16983,1.16993,1.16941,1.16964,4961.48
05.06.2018 00:30:00.000 GMT+0430,1.16963,1.16988,1.16932,1.16982,3500.0901
05.06.2018 01:30:00.000 GMT+0430,1.16984,1.17019,1.16925,1.16963,3572.1001
05.06.2018 02:30:00.000 GMT+0430,1.16961,1.16996,1.16961,1.16991,2997.79
05.06.2018 03:30:00.000 GMT+0430,1.16991,1.17009,1.16950,1.17000,4382.9502
05.06.2018 04:30:00.000 GMT+0430,1.17000,1.17033,1.16927,1.16936,6470.1602
05.06.2018 05:30:00.000 GMT+0430,1.16936,1.16975,1.16884,1.16941,7076.6001
05.06.2018 06:30:00.000 GMT+0430,1.16941,1.16950,1.16870,1.16902,5709.1001
05.06.2018 07:30:00.000 GMT+0430,1.16901,1.16955,1.16893,1.16905,4229.02
05.06.2018 08:30:00.000 GMT+0430,1.16906,1.16915,1.16860,1.16866,5275.25
05.06.2018 09:30:00.000 GMT+0430,1.16866,1.16915,1.16833,1.16910,7151.7202
05.06.2018 10:30:00.000 GMT+0430,1.16910,1.17059,1.16837,1.17042,12739.3398
05.06.2018 11:30:00.000 GMT+0430,1.17041,1.17081,1.16855,1.16951,15391.54
05.06.2018 12:30:00.000 GMT+0430,1.16954,1.17166,1.16911,1.17047,16349.2803
05.06.2018 13:30:00.000 GMT+0430,1.17046,1.17063,1.16922,1.17023,14825.4004
05.06.2018 14:30:00.000 GMT+0430,1.17023,1.17027,1.16762,1.16780,14107.3496
05.06.2018 15:30:00.000 GMT+0430,1.16782,1.16866,1.16763,1.16825,11172.6396
05.06.2018 16:30:00.000 GMT+0430,1.16823,1.16877,1.16620,1.16662,17590.3398
05.06.2018 17:30:00.000 GMT+0430,1.16661,1.16751,1.16590,1.16672,15590.2598
05.06.2018 18:30:00.000 GMT+0430,1.16676,1.16711,1.16525,1.16674,15877.7803
05.06.2018 19:30:00.000 GMT+0430,1.16680,1.16829,1.16644,1.16720,17163.2793
05.06.2018 20:30:00.000 GMT+0430,1.16720,1.17272,1.16688,1.17150,20284.1602
05.06.2018 21:30:00.000 GMT+0430,1.17152,1.17320,1.17152,1.17297,15021.1504
05.06.2018 22:30:00.000 GMT+0430,1.17296,1.17315,1.17120,1.17139,11260.7402
05.06.2018 23:30:00.000 GMT+0430,1.17138,1.17151,1.17084,1.17138,8032.6401
06.06.2018 00:30:00.000 GMT+0430,1.17136,1.17184,1.17121,1.17173,3595.6001
06.06.2018 01:30:00.000 GMT+0430,1.17173,1.17190,1.17120,1.17173,4174.4102
06.06.2018 02:30:00.000 GMT+0430,1.17175,1.17204,1.17157,1.17203,2360.8899
06.06.2018 03:30:00.000 GMT+0430,1.17202,1.17324,1.17172,1.17261,4268.5498
06.06.2018 04:30:00.000 GMT+0430,1.17263,1.17290,1.17181,1.17246,5873.5498
06.06.2018 05:30:00.000 GMT+0430,1.17246,1.17344,1.17221,1.17267,6237.6602
06.06.2018 06:30:00.000 GMT+0430,1.17266,1.17276,1.17183,1.17229,4177.9102
06.06.2018 07:30:00.000 GMT+0430,1.17229,1.17284,1.17193,1.17265,4144.1499
06.06.2018 08:30:00.000 GMT+0430,1.17265,1.17267,1.17148,1.17155,4289.4199
06.06.2018 09:30:00.000 GMT+0430,1.17154,1.17267,1.17139,1.17223,6564.71
06.06.2018 10:30:00.000 GMT+0430,1.17223,1.17522,1.17204,1.17222,17813.4609
06.06.2018 11:30:00.000 GMT+0430,1.17222,1.17669,1.17153,1.17606,23409.1094
06.06.2018 12:30:00.000 GMT+0430,1.17609,1.17708,1.17383,1.17422,17873.3105
06.06.2018 13:30:00.000 GMT+0430,1.17422,1.17707,1.17416,1.17707,15247.6904
06.06.2018 14:30:00.000 GMT+0430,1.17704,1.17757,1.17609,1.17675,11650.4902
06.06.2018 15:30:00.000 GMT+0430,1.17674,1.17796,1.17636,1.17707,12874.1299
06.06.2018 16:30:00.000 GMT+0430,1.17706,1.17768,1.17619,1.17659,15317.8203
06.06.2018 17:30:00.000 GMT+0430,1.17656,1.17956,1.17650,1.17884,15951.6699
06.06.2018 18:30:00.000 GMT+0430,1.17887,1.17902,1.17730,1.17808,18735.5801
06.06.2018 19:30:00.000 GMT+0430,1.17810,1.17828,1.17616,1.17773,13340.0703
06.06.2018 20:30:00.000 GMT+0430,1.17773,1.17838,1.17707,1.17766,10445.9697
06.06.2018 21:30:00.000 GMT+0430,1.17769,1.17802,1.17648,1.17648,10048.5996
06.06.2018 22:30:00.000 GMT+0430,1.17648,1.17710,1.17606,1.17682,8920.9805
06.06.2018 23:30:00.000 GMT+0430,1.17680,1.17774,1.17646,1.17709,8262.75
07.06.2018 00:30:00.000 GMT+0430,1.17708,1.17756,1.17696,1.17735,3220.48
07.06.2018 01:30:00.000 GMT+0430,1.17734,1.17775,1.17726,1.17765,4539.9199
07.06.2018 02:30:00.000 GMT+0430,1.17766,1.17827,1.17745,1.17814,2688.6201
07.06.2018 03:30:00.000 GMT+0430,1.17814,1.17838,1.17793,1.17813,3524.4399
07.06.2018 04:30:00.000 GMT+0430,1.17812,1.17924,1.17810,1.17917,5842.75
07.06.2018 05:30:00.000 GMT+0430,1.17917,1.17997,1.17874,1.17879,6710.79
07.06.2018 06:30:00.000 GMT+0430,1.17880,1.17941,1.17878,1.17890,5468.1602
07.06.2018 07:30:00.000 GMT+0430,1.17889,1.17930,1.17842,1.17865,4080.3899
07.06.2018 08:30:00.000 GMT+0430,1.17864,1.17949,1.17854,1.17939,4642.3198
07.06.2018 09:30:00.000 GMT+0430,1.17938,1.18061,1.17938,1.18051,6641.79
07.06.2018 10:30:00.000 GMT+0430,1.18051,1.18136,1.17909,1.18105,15144.2305
07.06.2018 11:30:00.000 GMT+0430,1.18104,1.18379,1.18082,1.18275,15146.0898
07.06.2018 12:30:00.000 GMT+0430,1.18275,1.18304,1.18142,1.18214,12876.0703
07.06.2018 13:30:00.000 GMT+0430,1.18209,1.18279,1.18160,1.18192,10662.1104
07.06.2018 14:30:00.000 GMT+0430,1.18194,1.18295,1.18171,1.18251,11223.5303
07.06.2018 15:30:00.000 GMT+0430,1.18251,1.18389,1.18134,1.18296,15136.4404
07.06.2018 16:30:00.000 GMT+0430,1.18293,1.18398,1.18276,1.18338,15134.0801
07.06.2018 17:30:00.000 GMT+0430,1.18338,1.18368,1.18060,1.18121,15998.4102
07.06.2018 18:30:00.000 GMT+0430,1.18119,1.18289,1.18058,1.18284,17640.2891
07.06.2018 19:30:00.000 GMT+0430,1.18287,1.18304,1.18131,1.18144,16864.3301
07.06.2018 20:30:00.000 GMT+0430,1.18144,1.18193,1.17993,1.18081,13686.3604
07.06.2018 21:30:00.000 GMT+0430,1.18082,1.18226,1.18026,1.18099,15553.6904
07.06.2018 22:30:00.000 GMT+0430,1.18099,1.18151,1.18053,1.18076,14749.7695
07.06.2018 23:30:00.000 GMT+0430,1.18077,1.18092,1.17979,1.17984,9733.5801
08.06.2018 00:30:00.000 GMT+0430,1.17983,1.18026,1.17962,1.17988,5115.75
08.06.2018 01:30:00.000 GMT+0430,1.17980,1.18005,1.17963,1.17979,2627.1899
08.06.2018 02:30:00.000 GMT+0430,1.17976,1.17999,1.17966,1.17970,2489.78
08.06.2018 03:30:00.000 GMT+0430,1.17972,1.17975,1.17920,1.17931,3947.5601
08.06.2018 04:30:00.000 GMT+0430,1.17931,1.18077,1.17915,1.18058,5539.0898
08.06.2018 05:30:00.000 GMT+0430,1.18057,1.18102,1.18016,1.18020,5345.2002
08.06.2018 06:30:00.000 GMT+0430,1.18020,1.18058,1.17970,1.17997,4651.1401
08.06.2018 07:30:00.000 GMT+0430,1.17995,1.18002,1.17925,1.17986,4706.5098
08.06.2018 08:30:00.000 GMT+0430,1.17986,1.18065,1.17957,1.18058,4522.4199
08.06.2018 09:30:00.000 GMT+0430,1.18058,1.18103,1.18020,1.18052,5105.25
08.06.2018 10:30:00.000 GMT+0430,1.18053,1.18094,1.17709,1.17776,17190.6895
08.06.2018 11:30:00.000 GMT+0430,1.17778,1.17847,1.17666,1.17805,17375.0098
08.06.2018 12:30:00.000 GMT+0430,1.17806,1.17852,1.17590,1.17640,24734.0898
08.06.2018 13:30:00.000 GMT+0430,1.17640,1.17714,1.17621,1.17649,12137.3096
08.06.2018 14:30:00.000 GMT+0430,1.17648,1.17648,1.17330,1.17363,14900.46
08.06.2018 15:30:00.000 GMT+0430,1.17363,1.17511,1.17271,1.17476,14714.1904
08.06.2018 16:30:00.000 GMT+0430,1.17476,1.17572,1.17363,1.17478,15582.8398
08.06.2018 17:30:00.000 GMT+0430,1.17479,1.17699,1.17403,1.17574,17499.4199
08.06.2018 18:30:00.000 GMT+0430,1.17576,1.17740,1.17516,1.17666,17459.9609
08.06.2018 19:30:00.000 GMT+0430,1.17668,1.17743,1.17590,1.17735,14986.7197
08.06.2018 20:30:00.000 GMT+0430,1.17733,1.17779,1.17673,1.17728,10942.4502
08.06.2018 21:30:00.000 GMT+0430,1.17728,1.17774,1.17657,1.17666,8504.4102
08.06.2018 22:30:00.000 GMT+0430,1.17665,1.17749,1.17650,1.17697,7673.48
08.06.2018 23:30:00.000 GMT+0430,1.17698,1.17710,1.17648,1.17662,8459.9102
09.06.2018 00:30:00.000 GMT+0430,1.17662,1.17720,1.17644,1.17666,4164.3198
09.06.2018 01:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 02:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 03:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 04:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 05:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 06:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 07:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 08:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 09:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 10:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 11:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 12:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 13:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 14:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 15:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 16:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 17:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 18:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 19:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 20:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 21:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 22:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
09.06.2018 23:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 00:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 01:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 02:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 03:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 04:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 05:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 06:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 07:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 08:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 09:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 10:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
10.06.2018 11:30:00.000 GMT+0430,1.17666,1.17666,1.17666,1.17666,0
